repository_normalized,url,source_count,source_catalogues,status
rai-wtnb/lab-jev,https://github.com/rai-wtnb/lab-jev,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
raihankhan-rk/diffjury,https://github.com/raihankhan-rk/diffjury,16,"[""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
raihankhan-rk/jevarena,https://github.com/raihankhan-rk/jevarena,9,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""walidboulanouar/awesome-jev-use-cases""]",unverified_outgoing_link_candidate
rainbowpuffpuff/jev-builder-loop,https://github.com/rainbowpuffpuff/jev-builder-loop,6,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
raitoxlol/hermes-slash-router,https://github.com/raitoxlol/hermes-slash-router,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
raj8525/universal-jev,https://github.com/raj8525/universal-jev,2,"[""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
rajarshidattapy/jev_harness,https://github.com/rajarshidattapy/jev_harness,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rajasekharponakala/jev-mcp,https://github.com/rajasekharponakala/jev-mcp,4,"[""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""logicrw/awesome-jev-projects"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
rajdhakad9826/jev-router,https://github.com/rajdhakad9826/jev-router,11,"[""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""stainlu/awesome-jev"", ""walidboulanouar/awesome-jev-use-cases""]",unverified_outgoing_link_candidate
rajdhakad9826/routekit,https://github.com/rajdhakad9826/routekit,1,"[""Omrigotlieb/awesome-jev""]",unverified_outgoing_link_candidate
rajeev-sg/jev-tests,https://github.com/rajeev-sg/jev-tests,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rajivkuriakose/typesafe-jev-examples,https://github.com/rajivkuriakose/typesafe-jev-examples,11,"[""Omrigotlieb/awesome-jev"", ""ham-zax/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""rudy2steiner/awesome-jev-hub"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""yibie/awesome-jev"", ""youzizzz1028/Awesome-Jev""]",unverified_outgoing_link_candidate
rajrel/jev-typesafe-usecases,https://github.com/rajrel/jev-typesafe-usecases,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
rakshabharvada/cantrefuse.deck,https://github.com/rakshabharvada/cantrefuse.deck,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
ramneet-singh/jevopt,https://github.com/ramneet-singh/jevopt,5,"[""Promethe-us/awesome-jev"", ""RadRebelSam/awesome-jev"", ""logicrw/awesome-jev-projects"", ""stainlu/awesome-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
randilt/jev-policies,https://github.com/randilt/jev-policies,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
ranjan2829/askjev,https://github.com/ranjan2829/askjev,11,"[""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
rapidstartup/jevbench,https://github.com/rapidstartup/jevbench,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rapina/jev-assist,https://github.com/rapina/jev-assist,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
rashedint32/jev-gates,https://github.com/rashedint32/jev-gates,8,"[""JohnDotOwl/awesome-jev"", ""MrJev/awesome-jev"", ""RadRebelSam/awesome-jev"", ""evan87863/awesome-jev-examples"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
rashedint32/jev-lens,https://github.com/rashedint32/jev-lens,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rashedint32/jev-lens.nvim,https://github.com/rashedint32/jev-lens.nvim,2,"[""hellogumbo/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rashedint32/jev-mcp,https://github.com/rashedint32/jev-mcp,13,"[""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
rashedint32/jev-reach,https://github.com/rashedint32/jev-reach,1,"[""hellogumbo/awesome-jev""]",unverified_outgoing_link_candidate
rashedint32/jury.nvim,https://github.com/rashedint32/jury.nvim,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rastislavdujava/jev-classification-prompting,https://github.com/rastislavdujava/jev-classification-prompting,1,"[""Yifan-Lan/awesome-jev-robustness""]",unverified_outgoing_link_candidate
ratimon/openquok-monorepo,https://github.com/ratimon/openquok-monorepo,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
raulahumada/security-jev,https://github.com/raulahumada/security-jev,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
raullazaro/dsh-jev,https://github.com/raullazaro/dsh-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
raullazaro/dsh-jev-plugin,https://github.com/raullazaro/dsh-jev-plugin,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
ravenrepo/jevengineeringgate,https://github.com/ravenrepo/jevengineeringgate,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
ravenvalentin/typesafe.jev,https://github.com/ravenvalentin/typesafe.jev,2,"[""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev""]",unverified_outgoing_link_candidate
ravi3594444/jev-agent1,https://github.com/ravi3594444/jev-agent1,2,"[""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ravicha2/jev-browser,https://github.com/ravicha2/jev-browser,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ravinder82/jev-flash-router,https://github.com/ravinder82/jev-flash-router,7,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
raviolicodes/jev-support-agents,https://github.com/raviolicodes/jev-support-agents,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
rawson08/the-llm-dispatcher,https://github.com/rawson08/the-llm-dispatcher,3,"[""JohnDotOwl/awesome-jev"", ""daftAI2026/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
rawwerks/one-system,https://github.com/rawwerks/one-system,4,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
ray-hughes/jevalyn,https://github.com/ray-hughes/jevalyn,13,"[""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""rhc98/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
raydocs/egolite-jev,https://github.com/raydocs/egolite-jev,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
razaanstha/ulka,https://github.com/razaanstha/ulka,4,"[""KennethAshley/awesome-jev"", ""punk2898/awesome-jev-verified"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
razorback16/openjev,https://github.com/razorback16/openjev,28,"[""AbdelStark/awesome-typesafe-jev"", ""BeatAPI/awesome-jev"", ""KennethAshley/awesome-jev"", ""KuzanJ/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Zhao-Tian-yi/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""jtnkminimal/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""punk2898/awesome-jev-verified"", ""stainlu/awesome-jev"", ""supermanc417-alt/awesome-jev-hub"", ""tanxarx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live"", ""youzizzz1028/Awesome-Jev"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
rbalch/typesafeai-review,https://github.com/rbalch/typesafeai-review,7,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
rcarmo/go-pherence,https://github.com/rcarmo/go-pherence,1,"[""jtnkminimal/awesome-jev""]",unverified_outgoing_link_candidate
rcarmo/go-system-one,https://github.com/rcarmo/go-system-one,1,"[""Omrigotlieb/awesome-jev""]",unverified_outgoing_link_candidate
rchandnawustl/auto-guard,https://github.com/rchandnawustl/auto-guard,2,"[""RadRebelSam/awesome-jev"", ""tanxarx/awesome-jev""]",unverified_outgoing_link_candidate
rchovatiya88/cyber-breach-jev,https://github.com/rchovatiya88/cyber-breach-jev,7,"[""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rdk16/jevudio,https://github.com/rdk16/jevudio,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
reachjalil/jev-tree,https://github.com/reachjalil/jev-tree,22,"[""AiPersonacademy/Awesome-jev-use"", ""Anil-matcha/awesome-jev-by-typesafe"", ""AnotiaWang/awesome-jev"", ""AppitStudio/awesome-jev"", ""Gerry9000/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""cobanov/awesome-jev"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""jtnkminimal/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""rhc98/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
reachjalil/jevlogs,https://github.com/reachjalil/jevlogs,26,"[""AiPersonacademy/Awesome-jev-use"", ""Amal-David/awesome-jev"", ""Anil-matcha/awesome-jev-by-typesafe"", ""AnotiaWang/awesome-jev"", ""AppitStudio/awesome-jev"", ""Gerry9000/awesome-jev"", ""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""Vishnurr2k01/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""evan87863/awesome-jev-examples"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jtnkminimal/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""punk2898/awesome-jev-verified"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
realdubb/jev-playground,https://github.com/realdubb/jev-playground,2,"[""daftAI2026/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
reallyartificial/jev-by-example,https://github.com/reallyartificial/jev-by-example,7,"[""cobanov/awesome-jev"", ""ham-zax/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
reallyartificial/stuntdouble,https://github.com/reallyartificial/stuntdouble,1,"[""logicrw/awesome-jev-projects""]",unverified_outgoing_link_candidate
reallygood83/jev-router,https://github.com/reallygood83/jev-router,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
realpython/materials,https://github.com/realpython/materials,2,"[""Li-Evan/awesome-jev"", ""kydlikebtc/awesome-jev""]",unverified_outgoing_link_candidate
realzachi/jevtest,https://github.com/realzachi/jevtest,4,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
realzachi/pg-jev,https://github.com/realzachi/pg-jev,41,"[""AbdelStark/awesome-typesafe-jev"", ""Anil-matcha/awesome-jev-by-typesafe"", ""AppitStudio/awesome-jev"", ""BeatAPI/awesome-jev"", ""Gerry9000/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""Li-Evan/awesome-jev"", ""MrJev/awesome-jev"", ""MumuTW/awesome-jev"", ""OmniJev/awesome-jev-gallery"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""aliaihub/awesome-jev-usecases"", ""anandi1989/awesome-jev-usecases"", ""ckaraca/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""dog-last/awesome-jev"", ""evan87863/awesome-jev-examples"", ""fanly/Jev-awesome"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""oxwen11/awesome-jev"", ""punk2898/awesome-jev-verified"", ""rhc98/awesome-jev"", ""sontakey/awesome-jev"", ""stainlu/awesome-jev"", ""supermanc417-alt/awesome-jev-hub"", ""tanxarx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live"", ""youzizzz1028/Awesome-Jev"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
realzachi/typesafe-adblock,https://github.com/realzachi/typesafe-adblock,33,"[""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""AppitStudio/awesome-jev"", ""BeatAPI/awesome-jev"", ""Gerry9000/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""ckaraca/awesome-jev"", ""daftAI2026/awesome-jev"", ""dog-last/awesome-jev"", ""evan87863/awesome-jev-examples"", ""fatwang2/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""oxwen11/awesome-jev"", ""punk2898/awesome-jev-verified"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live"", ""yibie/awesome-jev"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
receptron/laya,https://github.com/receptron/laya,11,"[""AbdelStark/awesome-typesafe-jev"", ""BeatAPI/awesome-jev"", ""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""rhc98/awesome-jev"", ""robokrunch/awesome-jev"", ""sontakey/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
recodelabs/duckdb-jev,https://github.com/recodelabs/duckdb-jev,4,"[""JohnDotOwl/awesome-jev"", ""KuzanJ/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
red5d/jev-cvss,https://github.com/red5d/jev-cvss,7,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""anandi1989/awesome-jev-usecases"", ""hellogumbo/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev""]",unverified_outgoing_link_candidate
redrossa/pi-model-router,https://github.com/redrossa/pi-model-router,3,"[""JohnDotOwl/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
refoundai/jev-editor-skill,https://github.com/refoundai/jev-editor-skill,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
reindeer-ai/pi-jev-guard,https://github.com/reindeer-ai/pi-jev-guard,4,"[""KennethAshley/awesome-jev"", ""RadRebelSam/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
reisenbug/terrablind,https://github.com/reisenbug/terrablind,2,"[""anandi1989/awesome-jev-usecases"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
reiswaffel78/jev-agent-toolkit,https://github.com/reiswaffel78/jev-agent-toolkit,5,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
religa/jfind,https://github.com/religa/jfind,4,"[""Anil-matcha/awesome-jev-by-typesafe"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev""]",unverified_outgoing_link_candidate
relliex/self_jev,https://github.com/relliex/self_jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
remicarbonne/jev-code-context-router,https://github.com/remicarbonne/jev-code-context-router,2,"[""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
remotehostai/jg,https://github.com/remotehostai/jg,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
renagao/jev-dataops,https://github.com/renagao/jev-dataops,6,"[""KennethAshley/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""jqueryscript/awesome-jev"", ""robokrunch/awesome-jev"", ""tanxarx/awesome-jev""]",unverified_outgoing_link_candidate
renatobardi/jev-o-matic,https://github.com/renatobardi/jev-o-matic,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
renatosousa/jev-trader,https://github.com/renatosousa/jev-trader,5,"[""daftAI2026/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
renchris/claude-infrastructure,https://github.com/renchris/claude-infrastructure,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
renwang-huang/arbitype,https://github.com/renwang-huang/arbitype,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
replynodes/jev-web-analyzer,https://github.com/replynodes/jev-web-analyzer,17,"[""Anil-matcha/awesome-jev-by-typesafe"", ""AnotiaWang/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""stainlu/awesome-jev"", ""valentynkit/awesome-jev-typesafe"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
resadan-dev/jev-zork,https://github.com/resadan-dev/jev-zork,2,"[""AppitStudio/awesome-jev"", ""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
resumocast/jev-mcp,https://github.com/resumocast/jev-mcp,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
reticlehq/reticle,https://github.com/reticlehq/reticle,6,"[""99hansling/awesome-jev"", ""KennethAshley/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""stainlu/awesome-jev"", ""supermanc417-alt/awesome-jev-hub"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
revocgg/typesafe-jev-bridge,https://github.com/revocgg/typesafe-jev-bridge,4,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
revsmoke/promptrejectormcp,https://github.com/revsmoke/promptrejectormcp,3,"[""AppitStudio/awesome-jev"", ""RadRebelSam/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rexleimo/aios,https://github.com/rexleimo/aios,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
reycn/smart-switch,https://github.com/reycn/smart-switch,7,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
rezastd/living-npc-world,https://github.com/rezastd/living-npc-world,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
rezoch340/jev-chat-jarvis-windows,https://github.com/rezoch340/jev-chat-jarvis-windows,1,"[""KennethAshley/awesome-jev""]",unverified_outgoing_link_candidate
rhelmer/filelathe,https://github.com/rhelmer/filelathe,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rheono/html-jev,https://github.com/rheono/html-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rhighs/jev-code,https://github.com/rhighs/jev-code,8,"[""KennethAshley/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
rhyn0w0/flashbang,https://github.com/rhyn0w0/flashbang,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ria-spec/one-agent,https://github.com/ria-spec/one-agent,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ricardosuman/claude-jev,https://github.com/ricardosuman/claude-jev,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
richardomrmu/jev-mini,https://github.com/richardomrmu/jev-mini,2,"[""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
richardsolomou/next-safe-route,https://github.com/richardsolomou/next-safe-route,1,"[""jellydn/awesome-typesafe""]",unverified_outgoing_link_candidate
rickysullivan/typesafe-tutorial,https://github.com/rickysullivan/typesafe-tutorial,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
riclib/llm-wires,https://github.com/riclib/llm-wires,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
riesvile/nospace,https://github.com/riesvile/nospace,1,"[""Amal-David/awesome-jev""]",unverified_outgoing_link_candidate
rika-labs/proof,https://github.com/rika-labs/proof,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
rikkooo/jev-trade,https://github.com/rikkooo/jev-trade,3,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rileycarney/jevtools,https://github.com/rileycarney/jevtools,2,"[""daftAI2026/awesome-jev"", ""logicrw/awesome-jev-projects""]",unverified_outgoing_link_candidate
rinnecoder/jev-behavior-study,https://github.com/rinnecoder/jev-behavior-study,14,"[""KuzanJ/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""Yifan-Lan/awesome-jev-robustness"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""robokrunch/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe""]",unverified_outgoing_link_candidate
rinti/wagtail-jev,https://github.com/rinti/wagtail-jev,3,"[""daftAI2026/awesome-jev"", ""jqueryscript/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
rioriost/rspamd-jev,https://github.com/rioriost/rspamd-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
riposta/pi-jev,https://github.com/riposta/pi-jev,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
